TIME [s]   SATELITE_I DISTANCE [m]        
55800      24         30880145.6566532    
55800      25         27139273.9115929    
55800      26         24408504.702837     
55800      27         24176223.5862159    
55800      28         28728864.6390574    
55800      29         30822662.7699086    
55800      30         30394999.7509634    
55800      31         21258468.1147147    
55800      32         24549413.9255338    
56700      01         21179837.9988109    
56700      02         32658426.5605951    
56700      03         23611794.508971     
56700      04         25312748.514404     
56700      05         31972829.9421621    
56700      06         30218771.2614124    
56700      07         27145574.7334528    
56700      08         23240824.5955134    
56700      09         25034595.5262645    
56700      10         24851267.353738     
56700      11         20739157.7420992    
56700      12         28633044.8995721    
56700      13         32417024.5759986    
56700      14         23820784.1113817    
56700      15         32227775.0823315    
56700      16         24690714.3519331    
56700      17         26728669.0229804    
56700      18         26718740.2154498    
56700      19         27653154.1932894    
56700      20         31303215.1056841    
56700      21         27900551.1202526    
56700      22         22419965.2903362    
56700      23         22992789.2148643    
56700      24         31318223.3360203    
56700      25         27193334.4077175    
56700      26         24179732.5325247    
56700      27         24597923.3649945    
56700      28         28784908.0243199    
56700      29         30794965.7951933    
56700      30         30034590.5984906    
56700      31         21507725.0349989    
56700      32         24998194.8025941    
57600      01         20893578.3614251    
57600      02         32458374.763655     
57600      03         23294381.9213445    
57600      04         25596765.8433275    
57600      05         32017235.2411759    
57600      06         29737058.8194076    
57600      07         26589974.6685468    
57600      08         23598938.8099686    
57600      09         24707680.0370499    
57600      10         25102685.634668     
57600      11         20802761.9807833    
57600      12         28815876.1200016    
57600      13         32247242.0777589    
57600      14         24248530.7038631    
57600      15         32243882.706002     
57600      16         24408570.239463     
57600      17         26461541.5052677    
57600      18         27012053.8485652    
57600      19         27323631.6584231    
57600      20         31542058.1146574    
57600      21         28466947.9321909    
57600      22         22151381.8783242    
57600      23         22839389.7602654    
57600      24         31715885.5896793    
57600      25         27306297.7057999    
57600      26         23947153.6241982    
57600      27         24982447.5672114    
57600      28         28816482.06314      
57600      29         30717484.7946884    
57600      30         29621885.4677718    
57600      31         21847157.2537689    
57600      32         25420263.1083273    
58500      01         20691183.9625626    
58500      02         32204057.1733405    
58500      03         22959794.2908719    
58500      04         25826878.0692022    
58500      05         32048748.6540886    
58500      06         29220498.1243068    
58500      07         26017634.0380248    
58500      08         23945396.2405674    
58500      09         24419322.5323304    
58500      10         25385423.5861313    
58500      11         20956546.9117041    
58500      12         29050082.140063     
58500      13         32056256.4517026    
58500      14         24654353.3209573    
58500      15         32234542.5824599    
58500      16         24095527.880215     
58500      17         26253323.9153023    
58500      18         27336512.1340808    
58500      19         27051232.4604923    
58500      20         31777469.7118558    
58500      21         29007582.8778194    
58500      22         21879835.4471001    
58500      23         22723559.3343121    
58500      24         32066923.6112597    
58500      25         27480152.7098963    
58500      26         23723894.1050366    
58500      27         25321535.9663028    
58500      28         28814403.4536902    
58500      29         30597514.5057961    
58500      30         29162507.9016478    
58500      31         22266821.262449     
58500      32         25812656.6600468    
59400      01         20580096.1840781    
59400      02         31899090.0611753    
59400      03         22612278.48833      
59400      04         26000462.2140806    
59400      05         32061891.9673451    
59400      06         28677246.6653194    
59400      07         25439322.3266797    
59400      08         24268344.9186533    
59400      09         24167244.5462405    
59400      10         25702327.0320067    
59400      11         21191414.1550568    
59400      12         29329535.44866      
59400      13         31850500.9809897    
59400      14         25033954.7195634    
59400      15         32205139.5731718    
59400      16         23763508.1558896    
59400      17         26104796.8270819    
59400      18         27691489.7956862    
59400      19         26840967.3448487    
59400      20         32004516.1928915    
59400      21         29513248.5209215    
59400      22         21612740.6645007    
59400      23         22638694.5632006    
59400      24         32366460.9953813    
59400      25         27714149.9751858    
59400      26         23523534.2106663    
59400      27         25608818.818339     
59400      28         28770447.1933768    
59400      29         30443553.1433072    
59400      30         28663291.4679419    
59400      31         22754316.0826689    
59400      32         26174092.5133898    
60300      01         20564273.816169     
60300      02         31548302.8517413    
60300      03         22257924.1576472    
60300      04         26116767.2755963    
60300      05         32051006.06203      
60300      06         28116725.1760802    
60300      07         24866322.3182958    
60300      08         24557553.1790126    
60300      09         23947664.2179331    
60300      10         26054644.9742193    
60300      11         21495511.5103559    
60300      12         29646184.9994462    
60300      13         31636086.1051019    
60300      14         25384778.0756213    
60300      15         32160885.7926469    
60300      16         23426071.859579     
60300      17         26014127.7230313    
60300      18         28074664.0568752    
60300      19         26695195.7552123    
60300      20         32217686.1843252    
60300      21         29975966.0218503    
60300      22         21358937.2622605    
60300      23         22577515.7211565    
60300      24         32610984.77134      
60300      25         28004871.2877679    
60300      26         23359553.1887014    
60300      27         25839856.6024711    
60300      28         28677611.8753432    
60300      29         30265078.8099093    
60300      30         28132133.2099215    
60300      31         23295696.6891256    
60300      32         26504850.8348402    
61200      01         20643782.1264654    
61200      02         31157668.8580126    
61200      03         21904589.0884982    
61200      04         26176924.1364254    
61200      05         32010487.2985836    
61200      06         27549461.4154955    
61200      07         24310087.1804077    
61200      08         24804585.4523525    
61200      09         23755587.1560011    
61200      10         26441916.2094737    
61200      11         21855068.803383     
61200      12         29990498.7276041    
61200      13         31418572.2714667    
61200      14         25705934.1348165    
61200      15         32106609.0904851    
61200      16         23098106.5594633    
61200      17         25976955.3197057    
61200      18         28482101.4956428    
61200      19         26613428.7410662    
61200      20         32411111.4994313    
61200      21         30389130.4392592    
61200      22         21128394.9104402    
61200      23         22532524.7881078    
61200      24         32798327.3764643    
61200      25         28346473.1800289    
61200      26         23244676.3989269    
61200      27         26012160.8231913    
61200      28         28530312.8106517    
61200      29         30072306.3691086    
61200      30         27577838.5885705    
61200      31         23876355.296166     
61200      32         26806634.6200818    
62100      01         20814742.396807     
62100      02         30734231.2164203    
62100      03         21561759.53158      
62100      04         26183959.0276604    
62100      05         31935026.0998034    
62100      06         26986848.8021812    
62100      07         23781868.317105     
62100      08         25002922.6167011    
62100      09         23585153.9386046    
62100      10         26861934.121556     
62100      11         22255273.194599     
62100      12         30351948.2729344    
62100      13         31202734.3357141    
62100      14         25998104.0534847    
62100      15         32046550.3497025    
62100      16         22795335.5031917    
62100      17         25986588.5153329    
62100      18         28908428.6137256    
62100      19         26592353.7141838    
62100      20         32578778.7839209    
62100      21         30747633.9016429    
62100      22         20931811.3621981    
62100      23         22496415.406347     
62100      24         32927649.2415522    
62100      25         28731056.1923063    
62100      26         23190177.5326456    
62100      27         26125226.5500231    
62100      28         28324557.1797346    
62100      29         29875901.3754233    
62100      30         27009912.0435827    
62100      31         24481764.5829434    
62100      32         27082377.3232353    
63000      01         21069615.1686613    
63000      02         30285969.1318868    
63000      03         21240284.7694645    
63000      04         26142744.388043     
63000      05         31819822.9504856    
63000      06         26440842.7024054    
63000      07         23292256.2038229    
63000      08         25148025.9019277    
63000      09         23430033.2458279    
63000      10         27310822.4855142    
63000      11         22681064.842111     
63000      12         30719460.3519795    
63000      13         30992375.9891714    
63000      14         26263407.924575     
63000      15         31984185.4353247    
63000      16         22533702.6696163    
63000      17         26034389.3081061    
63000      18         29347075.2043414    
63000      19         26626017.450671     
63000      20         32714756.0215111    
63000      21         31047901.281645     
63000      22         20780101.5090048    
63000      23         22462496.2945648    
63000      24         32999388.6832519    
63000      25         29149128.192977     
63000      26         23205211.0242552    
63000      27         26180494.5309475    
63000      28         28058099.3347329    
63000      29         29686604.8132527    
63000      30         26438340.8958924    
63000      31         25098069.9764596    
63000      32         27336057.850293     
63900      01         21397782.7476123    
63900      02         29821673.6238649    
63900      03         20951995.2103086    
63900      04         26059967.7101869    
63900      05         31660803.3908958    
63900      06         25923549.6008096    
63900      07         22850708.7554232    
63900      08         25237403.5960308    
63900      09         23283823.9656463    
63900      10         27783220.2002482    
63900      11         23117759.9628859    
63900      12         31081860.0231804    
63900      13         30790156.609637     
63900      14         26505227.6772524    
63900      15         31922079.5786076    
63900      16         22328595.7064431    
63900      17         26110214.603927     
63900      18         29790569.0442533    
63900      19         26706177.2426939    
63900      20         32813395.1175875    
63900      21         31287950.2318271    
63900      22         20683777.9403786    
63900      23         22425014.0418608    
63900      24         33015194.8482902    
63900      25         29590098.9633379    
63900      26         23296206.3838261    
63900      27         26181342.2280859    
63900      28         27730515.760547     
63900      29         29514843.1923228    
63900      30         25873288.4502924    
63900      31         25712526.6089585    
63900      32         27572434.9605462    
64800      01         21786330.4828467    
64800      02         29350729.8306755    
64800      03         20709169.3548438    
64800      04         25943995.7908783    
64800      05         31454791.8904366    
64800      06         25446757.2314744    
64800      07         22465095.7104482    
64800      08         25270588.0600507    
64800      09         23140463.3810368    
64800      10         28272493.5554079    
64800      11         23551585.2319887    
64800      12         31428274.2021486    
64800      13         30597489.8923165    
64800      14         26728018.2631892    
64800      15         31861764.1762136    
64800      16         22193952.85541      
64800      17         26202936.664901     
64800      18         30230842.4814373    
64800      19         26822781.4007354    
64800      20         32869521.3686477    
64800      21         31467333.9290923    
64800      22         20652248.9445695    
64800      23         22379448.3733387    
64800      24         32977831.126613     
64800      25         30042773.767662     
64800      26         23466457.7680136    
64800      27         26133014.4416926    
64800      28         27343309.1287664    
64800      29         29370293.7993008    
64800      30         25324791.7122699    
64800      31         26313781.8698262    
64800      32         27796809.8231229    
65700      01         22220884.5537456    
65700      02         28882884.5905264    
65700      03         20523865.6260214    
65700      04         25804737.4374476    
65700      05         31199677.7916166    
65700      06         25021377.4191347    
65700      07         22141256.1628584    
65700      08         25249169.3478099    
65700      09         22994576.4245568    
65700      10         28771027.844091     
65700      11         23970012.5229319    
65700      12         31748441.7852131    
65700      13         30414491.6059181    
65700      14         26937051.0568063    
65700      15         31803674.3656093    
65700      16         22141365.978232     
65700      17         26300954.7912682    
65700      18         30659559.3858701    
65700      19         26964498.6165513    
65700      20         32878636.8221012    
65700      21         31587138.4425536    
65700      22         20693132.7712532    
65700      23         22322739.9347311    
65700      24         32891071.9317128    
65700      25         30495814.7806678    
65700      26         23715929.5830754    
65700      27         26042565.5104096    
65700      28         26899934.1602795    
65700      29         29261443.2144002    
65700      30         24802399.4658838    
65700      31         26892076.8455343    
65700      32         28014718.8056541    
66600      01         22686408.7092469    
66600      02         28427972.7937661    
66600      03         20407163.5759994    
66600      04         25653394.7671737    
66600      05         30894552.404649     
66600      06         24656861.8819923    
66600      07         21882680.3810697    
66600      08         25176735.6942927    
66600      09         22841805.7985461    
66600      10         29270535.0646695    
66600      11         24362000.6562765    
66600      12         32032978.1521661    
66600      13         30239983.8522712    
66600      14         27138161.2916487    
66600      15         31747134.3303303    
66600      16         22179214.5302839    
66600      17         26392703.4169324    
66600      18         31068416.4753118    
66600      19         27119265.1113288    
66600      20         32837062.0640332    
66600      21         31649886.7931167    
66600      22         20811646.7272583    
66600      23         22253442.5451244    
66600      24         32759567.2694259    
66600      25         30938131.8253732    
66600      26         24041327.3051287    
66600      27         25918710.566868     
66600      28         26405811.6252215    
66600      29         29195173.2989945    
66600      30         24314796.4194711    
66600      31         27439315.1906453    
66600      32         28231656.1839965    
67500      01         23167923.86957      
67500      02         27995563.3338643    
67500      03         20368348.0795132    
67500      04         25502152.9559661    
67500      05         30539816.0387799    
67500      06         24360597.4712138    
67500      07         21690300.9671139    
67500      08         25058841.7915124    
67500      09         22679087.5088508    
67500      10         29762353.3896646    
67500      11         24718153.4372266    
67500      12         32273589.8658273    
67500      13         30071577.2086179    
67500      14         27337420.718993     
67500      15         31690389.2361305    
67500      16         22312038.9184363    
67500      17         26467091.152537     
67500      18         31449426.8014845    
67500      19         27274816.3849373    
67500      20         32742081.9898388    
67500      21         31659447.1225248    
67500      22         21010126.7239641    
67500      23         22171854.0002011    
67500      24         32588685.5647792    
67500      25         31359244.7830911    
67500      26         24436385.5699751    
67500      27         25771651.5999279    
67500      28         25868299.6304453    
67500      29         29176405.6638566    
67500      30         23869423.4626309    
67500      31         27949112.9530677    
67500      32         28452765.2475419    
68400      01         23651055.3561059    
68400      02         27594607.25894      
68400      03         20414137.9357885    
68400      04         25363767.761321     
68400      05         30137262.4308323    
68400      06         24137416.9582916    
68400      07         21562474.9843017    
68400      08         24902897.9145028    
68400      09         22504856.2303843    
68400      10         30237742.5578979    
68400      11         25030792.3658491    
68400      12         32463213.5488647    
68400      13         29905814.429848     
68400      14         27540850.9024839    
68400      15         31630696.6552299    
68400      16         22540221.6312151    
68400      17         26513884.6515222    
68400      18         31795166.863189     
68400      19         27419136.4434481    
68400      20         32592075.4088041    
68400      21         31620917.6372688    
68400      22         21287809.2470684    
68400      23         22080050.0935222    
68400      24         32384356.3041853    
68400      25         31749529.6435219    
68400      26         24892386.4171907    
68400      27         25612824.7014235    
68400      28         25296629.6071848    
68400      29         29207815.8634854    
68400      30         23472132.217481     
68400      31         28416776.4735051    
68400      32         28682541.3965767    
69300      01         24122463.5859587    
69300      02         27233023.1917529    
69300      03         20548107.5108873    
69300      04         25251047.9995433    
69300      05         29690144.3054379    
69300      06         23989189.0305343    
69300      07         21495156.7041161    
69300      08         24718061.6360075    
69300      09         22319206.867559     
69300      10         30688166.9826128    
69300      11         25294004.8846761    
69300      12         32596134.1836021    
69300      13         29738331.5497491    
69300      14         27754058.9454585    
69300      15         31564460.2375485    
69300      16         22860016.8980155    
69300      17         26524045.1745755    
69300      18         32098991.3467642    
69300      19         27540864.9253422    
69300      20         32386603.2127522    
69300      21         31540462.2118739    
69300      22         21640834.0445794    
69300      23         21981864.6506481    
69300      24         32152871.507531     
69300      25         32100433.1731091    
69300      26         25398741.6331762    
69300      27         25454585.8537651    
69300      28         24701778.2047816    
69300      29         29289715.9169249    
69300      30         23126882.0203175    
69300      31         28839250.697594     
69300      32         28924604.3572743    
70200      01         24570172.1809819    
70200      02         26917310.7565104    
70200      03         20770311.0383015    
70200      04         25176294.3438682    
70200      05         29203187.6234636    
70200      06         23914652.1430785    
70200      07         21482235.2329805    
70200      08         24515028.5453446    
70200      09         22123998.3915084    
70200      10         31105540.0485244    
70200      11         25503647.1374536    
70200      12         32668044.5285188    
70200      13         29564119.0894471    
70200      14         27981945.6683595    
70200      15         31487398.9735046    
70200      16         23263961.9469526    
70200      17         26489966.485951     
70200      18         32355199.6052917    
70200      19         27629614.4899994    
70200      20         32126495.8311163    
70200      21         31425172.9952855    
70200      22         22062502.9040058    
70200      23         21882809.5825722    
70200      24         31900673.001301     
70200      25         32404631.5566291    
70200      26         25943650.8565313    
70200      27         25309771.1644161    
70200      28         24096281.896202     
70200      29         29420015.2928284    
70200      30         22835561.0112815    
70200      31         29215043.5601443    
70200      32         29181440.0739149    
71100      01         24983752.6328351    
71100      02         26652180.0504458    
71100      03         21077250.8398675    
71100      04         25150652.0378404    
71100      05         28682585.5972799    
71100      06         23909427.5260758    
71100      07         21515989.2411807    
71100      08         24305773.0948031    
71100      09         21922863.3276477    
71100      10         31482434.8707809    
71100      11         25657361.2690148    
71100      12         32676088.7309293    
71100      13         29377750.4522381    
71100      14         28228394.5890054    
71100      15         31394761.7310547    
71100      16         23741543.1823205    
71100      17         26405698.3801893    
71100      18         32559169.7514211    
71100      19         27676205.6725818    
71100      20         31813912.2096382    
71100      21         31282836.8679045    
71100      22         22543742.8988411    
71100      23         21789910.2324589    
71100      24         31634133.3976991    
71100      25         32656117.7247735    
71100      26         26514715.4534663    
71100      27         25191210.1936382    
71100      28         23493966.1831099    
71100      29         29594360.3884468    
71100      30         22597909.3507175    
71100      31         29544131.4792742    
71100      32         29454278.6897269    
72000      01         25354497.6721492    
72000      02         26440263.6257222    
72000      03         21462128.2998494    
72000      04         25183482.5229915    
72000      05         28135959.3165851    
72000      06         23966306.8265674    
72000      07         21587648.0971613    
72000      08         24103184.9717335    
72000      09         21721185.5119024    
72000      10         31812272.5203791    
72000      11         25754546.1503008    
72000      12         32618849.8833032    
72000      13         29173661.953037     
72000      14         28496035.5654404    
72000      15         31281543.9420014    
72000      16         24280024.6646364    
72000      17         26267083.1205195    
72000      18         32707463.3221886    
72000      19         27672868.1861163    
72000      20         31452354.9604024    
72000      21         31121743.7566577    
72000      22         23073655.51531      
72000      23         21711435.7114396    
72000      24         31359327.6016047    
72000      25         32850285.2552583    
72000      26         27099492.8430188    
72000      27         25111136.3068697    
72000      28         22909570.9310793    
72000      29         29806373.3816409    
72000      30         22411590.9843651    
72000      31         29827845.8213171    
72000      32         29742975.2327382    
72900      01         25675493.7035629    
72900      02         26281912.5266475    
72900      03         21915357.3112806    
72900      04         25281797.8612007    
72900      05         27572259.6660183    
72900      06         24075678.3858027    
72900      07         21687955.9216365    
72900      08         23920640.7956997    
72900      09         21525959.5771882    
72900      10         32089480.5595809    
72900      11         25796346.8187439    
72900      12         32496368.7385228    
72900      13         28946434.691906     
72900      14         28786067.0453598    
72900      15         31142734.3720913    
72900      16         24865315.9352376    
72900      17         26071873.9838085    
72900      18         32797890.1027875    
72900      19         27613360.4854376    
72900      20         31046688.6546035    
72900      21         30950427.0203178    
72900      22         23640130.8931746    
72900      23         21656546.7757866    
72900      24         31081813.0573983    
72900      25         32983935.0320596    
72900      26         27685955.5883212    
72900      27         25080575.4918936    
72900      28         22358265.389497     
72900      29         30048002.6446826    
72900      30         22272407.6232781    
72900      31         30068717.3718833    
72900      32         30045996.374962     
73800      01         25941685.0674812    
73800      02         26175133.7116839    
73800      03         22425206.1969702    
73800      04         25449826.4395664    
73800      05         27001615.5314691    
73800      06         24226117.22829      
73800      07         21807715.1406632    
73800      08         23771434.569711     
73800      09         21345573.5464213    
73800      10         32309601.2003426    
73800      11         25785632.2420902    
73800      12         32310072.3208736    
73800      13         28691049.5306391    
73800      14         29098149.0245907    
73800      15         30973530.8154772    
73800      16         25482782.6183681    
73800      17         25819809.5526322    
73800      18         32829541.5678067    
73800      19         27493085.447445     
73800      20         30603090.2761945    
73800      21         30777389.8411866    
73800      22         24230457.5905037    
73800      23         21634843.4547607    
73800      24         30806402.1967941    
73800      25         33055283.7287568    
73800      26         28262853.4564093    
73800      27         25108739.5529627    
73800      28         21855017.06956      
73800      29         30309927.7729973    
73800      30         22174622.4228948    
73800      31         30270349.5695113    
73800      32         30360475.1002122    
74700      01         26149901.2567703    
74700      02         26115658.7594215    
74700      03         22978548.4600339    
74700      04         25688749.6164336    
74700      05         26435114.3088543    
74700      06         24405041.5521841    
74700      07         21938285.2031929    
74700      08         23668158.5075665    
74700      09         21189478.2891861    
74700      10         32469426.4487589    
74700      11         25726943.1309693    
74700      12         32062746.312662     
74700      13         28403147.6283652    
74700      14         29430388.2781578    
74700      15         30769605.8150453    
74700      16         26117941.1423775    
74700      17         25512652.0469968    
74700      18         32802804.8046806    
74700      19         27309154.0344381    
74700      20         30129009.3094853    
74700      21         30610846.8672497    
74700      22         24831835.711309     
74700      23         21655801.3190298    
74700      24         30536971.8061646    
74700      25         33063952.0304732    
74700      26         28819997.6687378    
74700      27         25202465.8938748    
74700      28         21413882.9311453    
74700      29         30581974.8944316    
74700      30         22111404.0182348    
74700      31         30437213.3291108    
74700      32         30682321.4337424    
75600      01         26298892.3762271    
75600      02         26097160.3915843    
75600      03         23561527.3225044    
75600      04         25996687.8381888    
75600      05         25884526.0187518    
75600      06         24599320.7865357    
75600      07         22071975.7968994    
75600      08         23622033.8053396    
75600      09         21067768.7961345    
75600      10         32567032.049387     
75600      11         25626465.4954592    
75600      12         31758436.2015145    
75600      13         28079263.0619905    
75600      14         29779419.5878471    
75600      15         30527286.741617     
75600      16         26756996.1773144    
75600      17         25154219.5112183    
75600      18         32719346.1331159    
75600      19         27060427.3642889    
75600      20         29633032.6378848    
75600      21         30458404.29149      
75600      22         25431831.2490143    
75600      23         21728197.3653371    
75600      24         30276313.6901988    
75600      25         33010897.2686809    
75600      26         29348432.4036487    
75600      27         25365809.6303282    
75600      28         21047170.604631     
75600      29         30853565.0113299    
75600      30         22075282.1340624    
75600      31         30574459.877425     
75600      32         31006380.6729339    
76500      01         26389308.8741921    
76500      02         26111578.7430176    
76500      03         24160170.6039064    
76500      04         26368854.7163736    
76500      05         25361891.3018       
76500      06         24795897.9451678    
76500      07         22202363.8058143    
76500      08         23642241.5795434    
76500      09         20990614.2029763    
76500      10         32601860.6226374    
76500      11         25491922.083564     
76500      12         31402379.141057     
76500      13         27717022.8855036    
76500      14         30140532.0448846    
76500      15         30243776.5254422    
76500      16         27387255.0645123    
76500      17         24750346.1004979    
76500      18         32582088.1267087    
76500      19         26747568.8525638    
76500      20         29124733.5599877    
76500      21         30326775.5728273    
76500      22         26018748.8137368    
76500      23         21859466.2783494    
76500      24         30026016.7725725    
76500      25         32898355.1312016    
76500      26         29840582.2612918    
76500      27         25599807.0511102    
76500      28         20764643.843641     
76500      29         31114101.2019019    
76500      30         22058641.7102222    
76500      31         30687701.1676463    
76500      32         31326668.0532935    
77400      01         26423690.7135907    
77400      02         26149528.1791501    
77400      03         24760918.2297502    
77400      04         26797946.1127407    
77400      05         24879077.5045675    
77400      06         24982259.7473412    
77400      07         22324560.2008247    
77400      08         23735357.2175578    
77400      09         20967651.7916383    
77400      10         32574751.9454471    
77400      11         25332464.7970104    
77400      12         31000860.935006     
77400      13         27315359.9661899    
77400      14         30507877.9552647    
77400      15         29917320.6805066    
77400      16         27997407.6641437    
77400      17         24308853.2296363    
77400      18         32395126.9240962    
77400      19         26373060.1425809    
77400      20         28614454.0349641    
77400      21         30221520.2012433    
77400      22         26581894.8218015    
77400      23         22055145.1798543    
77400      24         29786406.7130098    
77400      25         32729755.6949227    
77400      26         30290317.7843976    
77400      27         25902451.5232389    
77400      28         20572790.5835821    
77400      29         31353332.2006469    
77400      30         22054170.8151479    
77400      31         30782775.5179024    
77400      32         31636585.2361915    
78300      01         26406448.8903011    
78300      02         26200762.2237711    
78300      03         25350996.459536     
78300      04         27274620.4334299    
78300      05         24447232.1914094    
78300      06         25146886.8982036    
78300      07         22435329.3408718    
78300      08         23904933.2149893    
78300      09         21007317.4246494    
78300      10         32487931.6949814    
78300      11         25158499.0924395    
78300      12         30561087.6493706    
78300      13         26874644.5987956    
78300      14         30874730.8328714    
78300      15         29547366.6258604    
78300      16         28577689.352613     
78300      17         23839451.0284527    
78300      18         32163678.5211612    
78300      19         25941218.9878477    
78300      20         28113012.8348165    
78300      21         30146795.5298783    
78300      22         27111813.5258798    
78300      23         22318406.1941552    
78300      24         29556576.5699211    
78300      25         32509616.5308507    
78300      26         30692995.6482253    
78300      27         26268880.19075      
78300      28         20474328.4490426    
78300      29         31561645.2265888    
78300      30         22055295.4833138    
78300      31         30865488.7048214    
78300      32         31929193.2204331    
79200      01         26343778.6329998    
79200      02         26254654.7944818    
79200      03         25918730.5041515    
79200      04         27788088.8361788    
79200      05         24076172.0908225    
79200      06         25279548.6805766    
79200      07         22533211.6645353    
79200      08         24151283.8875917    
79200      09         21116212.9899243    
79200      10         32345012.7892755    
79200      11         24981441.8620344    
79200      12         30091026.5165275    
79200      13         26396832.9628354    
79200      14         31233765.9499223    
79200      15         29134662.9855651    
79200      16         29120001.9142041    
79200      17         23353606.0958479    
79200      18         31893966.4866935    
79200      19         25458215.5485236    
79200      20         27631365.6918314    
79200      21         30105171.2330615    
79200      22         27600430.8357789    
79200      23         22649777.7056211    
79200      24         29334430.3521062    
79200      25         32243400.3175318    
79200      26         31045439.42249      
79200      27         26691739.7733528    
79200      28         20468011.238387     
79200      29         31730335.1697522    
79200      30         22056502.5971797    
79200      31         30941375.6290482    
79200      32         32197436.489528     
80100      01         26243574.5710357    
80100      02         26300650.607831     
80100      03         26453756.9676795    
80100      04         28326666.0902321    
80100      05         23773789.3533206    
80100      06         25371567.7622244    
80100      07         22618517.9828729    
80100      08         24471534.0901556    
80100      09         21298553.0964976    
80100      10         32150955.9649706    
80100      11         24813402.3546225    
80100      12         29599182.156586     
80100      13         25885574.9712542    
80100      14         31577330.2041814    
80100      15         28681387.75741      
80100      16         29617919.502679     
80100      17         22864306.2580922    
80100      18         31593088.4276156    
80100      19         24932068.1461086    
80100      20         27180173.5363352    
80100      21         30097502.0080176    
80100      22         28041159.9032996    
80100      23         23047033.7569769    
80100      24         29116835.493054     
80100      25         31937383.1612181    
80100      26         31345929.5742873    
80100      27         27161679.4004347    
80100      28         20548800.9934224    
80100      29         31851790.1554727    
80100      30         22053633.8213626    
80100      31         31015433.4084757    
80100      32         32434422.9534227    
81000      01         26115263.882695     
81000      02         26328689.2566014    
81000      03         26947165.3491435    
81000      04         28878325.6716348    
81000      05         23545508.3154721    
81000      06         25415974.8820559    
81000      07         22693301.0769667    
81000      08         24859881.3718016    
81000      09         21555796.7184748    
81000      10         31911993.2034337    
81000      11         24666763.08923      
81000      12         29094400.3363312    
81000      13         25346276.4949043    
81000      14         31897735.7716242    
81000      15         28191185.7981019    
81000      16         30066709.8927328    
81000      17         22385768.386133     
81000      18         31268854.7717099    
81000      19         24372607.1374277    
81000      20         26769358.5885357    
81000      21         30122903.5958526    
81000      22         28428978.9717703    
81000      23         23505332.9907376    
81000      24         28899807.739578     
81000      25         31598463.9369315    
81000      26         31594129.5945066    
81000      27         27667910.1793183    
81000      28         20708339.7651571    
81000      29         31919651.9908968    
81000      30         22044067.4172189    
81000      31         31091900.0350099    
81000      32         32633624.4171662    
81900      01         25969619.3543902    
81900      02         26329573.1366613    
81900      03         27391631.958239     
81900      04         29431171.5605172    
81900      05         23393857.9717225    
81900      06         25407668.8937938    
81900      07         22761249.0929483    
81900      08         25308047.9192537    
81900      09         21886486.9789673    
81900      10         31635517.0198904    
81900      11         24553700.7490437    
81900      12         28585593.8427185    
81900      13         24786147.0171003    
81900      14         32187521.1911218    
81900      15         27669204.6486509    
81900      16         30463271.8032161    
81900      17         21933003.8757023    
81900      18         30929620.712673     
81900      19         23791420.8298832    
81900      20         26407599.8009614    
81900      21         30178764.0400337    
81900      22         28760468.7891407    
81900      23         24017489.7046541    
81900      24         28678726.4203915    
81900      25         31233987.3597196    
81900      26         31791011.0783742    
81900      27         28198769.9026833    
81900      28         20935718.3931063    
81900      29         31928926.5382669    
81900      30         22026866.1590501    
81900      31         31174027.8597737    
81900      32         32789096.8345487    
82800      01         25818450.7603738    
82800      02         26295277.3938108    
82800      03         27781460.8439916    
82800      04         29973815.4349545    
82800      05         23318237.809404     
82800      06         25343470.6407861    
82800      07         22827497.5329506    
82800      08         25805851.9386134    
82800      09         22286318.6414881    
82800      10         31329961.8911563    
82800      11         24485615.7055693    
82800      12         28081455.139289     
82800      13         24214179.9423803    
82800      14         32439685.0449728    
82800      15         27122085.8751954    
82800      16         30806069.7225644    
82800      17         21521262.3990554    
82800      18         30584048.4132509    
82800      19         23201742.2777881    
82800      20         26101850.1919279    
82800      21         30260876.0110612    
82800      22         29033839.5343314    
82800      23         24574398.7058831    
82800      24         28448607.3485068    
82800      25         30851493.299495     
82800      26         31938752.6745491    
82800      27         28742253.9488588    
82800      28         21218320.5876988    
82800      29         31876063.8315582    
82800      30         22002818.3952616    
82800      31         31263950.4366631    
82800      32         32895662.2421556    
83700      01         25674240.9928562    
83700      02         26219202.4059345    
83700      03         28112645.9251653    
83700      04         30495704.5296835    
83700      05         23314913.0393571    
83700      06         25222197.585434     
83700      07         22898390.5349175    
83700      08         26341828.0622076    
83700      09         22748409.29526      
83700      10         31004589.2225836    
83700      11         24472531.5495225    
83700      12         27590162.6245251    
83700      13         23641064.0037261    
83700      14         32647914.1169155    
83700      15         26557912.8723101    
83700      16         31095053.0182604    
83700      17         21165340.4451788    
83700      18         30240866.5332747    
83700      19         22618225.5213248    
83700      20         25856910.8309465    
83700      21         30363609.5873459    
83700      22         29248898.5050837    
83700      23         25165540.4402071    
83700      24         28204368.9639389    
83700      25         30458501.8153538    
83700      26         32040602.3140888    
83700      27         29286498.7994477    
83700      28         21542727.1263976    
83700      29         31758988.4235341    
83700      30         21974423.5937918    
83700      31         31362528.7119748    
83700      32         32949070.3568521    
84600      01         25549693.57066      
84600      02         26096374.9305163    
84600      03         28382874.151884     
84600      04         30987326.8469934    
